-13.6,-1.02,-0.0287,-0.0072,-0.0287,-1.0196,-15.3213,5.362,9.2883,-0.0044,-3.2084,2.5733,1.26,-0.0006,-0.3067,0.232,0.1896,0,-0.1153,0.0573,0.0993,0,-0.3066,0.0483,0.2956,-0.0002,-3.2096,-0.1954,2.8596,-0.0015
0,-13.6,-1.0194,-0.0287,-0.0072,-0.0288,-3.2092,-2.5737,1.2606,-0.0017,-15.3205,-5.3591,9.2895,-0.0128,-3.2096,0.1959,2.8596,-0.0017,-0.3065,-0.0482,0.2955,-0.0002,-0.1153,-0.0573,0.0993,0,-0.3067,-0.232,0.1897,-0.0002
0,0,-13.6,-1.0195,-0.0287,-0.0072,-0.3066,-0.2801,-0.106,0,-3.2094,-2.3788,-1.5987,-0.0008,-15.3201,-10.7243,-0.0008,-0.0062,-3.207,-2.3768,1.598,-0.0024,-0.3066,-0.2801,0.106,-0.0002,-0.1153,-0.1147,0,0
0,0,0,-13.6,-1.0186,-0.0287,-0.1153,-0.0573,-0.0993,0,-0.3067,-0.0483,-0.2957,0.0001,-3.2077,0.195,-2.858,0.0017,-15.3201,-5.3657,-9.2855,0.0006,-3.2081,-2.5732,-1.2597,-0.0006,-0.3065,-0.2318,-0.1895,0
0,0,0,0,-13.6,-1.02,-0.3067,0.0483,-0.2957,0.0002,-0.1153,0.0573,-0.0993,0,-0.3064,0.2317,-0.1895,0.0002,-3.2085,2.5735,-1.2599,0.0019,-15.3186,5.3642,-9.2856,0.0093,-3.2086,-0.1951,-2.8588,0.0026
0,0,0,0,0,-13.6,-3.2094,2.3785,-1.5991,0.0011,-0.3066,0.2801,-0.106,0,-0.1153,0.1147,0,0,-0.3067,0.2802,0.1061,0,-3.2089,2.3783,1.5986,-0.0011,-15.3214,10.7249,-0.0018,0.0018
0,0,0,0,0,0,-21.4,0,0,0,-15.3149,12.4948,0,0,-3.2691,2.9665,1.712,0,-1.6511,0.9044,1.5665,-0.0008,-3.2692,0.0003,3.4252,-0.0024,-15.321,-6.2488,10.8239,-0.0061
0,0,0,0,0,0,0,-11.4,0,0,-12.4948,6.5968,0,0,-2.9665,1.9544,1.526,0,-0.9044,0.1672,0.821,-0.0004,-0.0003,-0.6897,0.0003,0,6.2488,-2.0388,-4.9852,0.0028
0,0,0,0,0,0,0,0,-11.4,0,0,0,-4.9141,0,-1.712,1.526,0.191,0,-1.5665,0.821,1.1151,-0.0007,-3.4252,0.0003,2.8352,-0.0024,-10.8239,-4.9852,3.7183,-0.0049
0,0,0,0,0,0,0,0,0,-11.4,0,0,0,-4.9141,0,0,0,-0.6897,0.0008,-0.0004,-0.0007,-0.3068,0.0024,0,-0.0024,-0.6897,0.0061,0.0028,-0.0049,-4.9169
0,0,0,0,0,0,0,0,0,0,-21.4,0,0,0,-15.3232,6.2513,10.8238,0,-3.2688,-0.0002,3.4247,-0.0017,-1.6515,-0.9046,1.5668,-0.0011,-3.2692,-2.9664,1.7124,-0.001
