0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177
0.9999999998693322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14142042090672383,-0.03844609924280696,0.0001233465803061537,-0.2050217940514384,0.012447362057362214,-0.014169414373589054,0.000222622940421933,-0.01992444364227109,0.014960079693367635,0.00815465350021218,-0.0002706359428159381,-0.027733994156817227,0.00029130775594618123,-0.0003355150880070103,4.402859884790571e-06,-0.0006757543680748506,0.015792370292264046,-0.04666406139885277,0.0003396679048894191,0.00012467642751623424,-5.9524615030829186e-06,-0.0008623222292146171,0.02057108756024857,-0.05614370002264391,5.3251457074112116e-05,-2.3821772692569326e-05,-9.06759306565404e-08,-0.0001501365483103446,9.545496599934423e-05,-0.0004645743141656021,0.00011806913054986389,-0.000571516102137335,2.764294483046175e-07,-1.503402794801388e-07,-6.861451482343824e-10,-9.746235874039046e-07,1.4969686671909225e-12,-1.172257478922193e-12,-5.825686488315111e-15,-7.882285384256963e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.056049044009853e-12,-4.2631469200160273e-11,0.0,0.0,0.0,0.0,7.225966678825263e-12,-3.8238791028560035e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5915061240579919e-09,-1.0130268554521947e-09,-4.985156253531849e-12,-6.708588490420146e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32943305613408264,-0.0707035247526385
0.0,0.9999999999980604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05137720799046898,0.09947307573487393,4.470542549685623e-05,-0.07430758531325991,0.024485206456350727,-0.014793479030673396,0.0004066095575393275,-0.03639099006709082,-0.013836701137559783,0.0061339160868490354,0.0002334265593887748,0.023920883408073967,0.000835946954723535,-0.0004710767731692063,1.0869254138636539e-05,-0.0016682216000722594,0.03438359913751909,-0.05816244357534296,-0.00030574744940851353,0.0003132472272951101,4.620929521889698e-06,0.0006694256223741681,-0.03213894597832674,0.04734327100247647,7.137926599123674e-05,5.1697952809615905e-05,-1.0218700172397057e-07,-0.00016919598850473517,0.0003117438583275115,-0.0012866471061000963,-0.00019182638746246714,0.0007822563133574192,8.519645704581995e-07,4.03939589172961e-07,-1.7327428137479517e-09,-2.4612460228407697e-06,2.917274494153277e-11,3.2437653449907608e-12,-9.246203628567066e-14,-1.2510322322957069e-10,9.299615286188871e-14,5.249418497325735e-13,-3.726666488434073e-16,-4.553174857290345e-13,1.1998849528459201e-12,-1.1453874123274924e-12,-3.5383721305378094e-15,-5.6794935062853465e-12,0.0,0.0,0.0,0.0,-5.765950727570867e-11,3.0512593643512393e-10,0.0,0.0,0.0,0.0,2.1379196598775957e-10,-1.1313567684925998e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.085051501643832e-08,3.315763252884868e-09,-2.782191461435892e-11,-3.744030611500027e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4243985160445447,0.16097016534766967
0.0,0.0,0.9999999999980604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00016483344308299353,4.470542549685623e-05,0.1134072401817444,0.0002384009488534316,-0.0003846996435019346,0.00040660955753932753,0.011079852272385017,0.0005717575194005035,0.0004592112537618452,0.0002334265593887748,0.013159649953466001,-0.0007938842323546649,-1.0969871234786883e-05,1.086925413863654e-05,0.0003570601327335352,2.1891551898690835e-05,-0.0006314650071234325,0.001068170545489619,1.4597385877398452e-05,4.620929521889699e-06,0.0004098136246059296,-3.1960574470588706e-05,0.0007952368425890567,-0.0011714482912798863,2.717002406523277e-07,-1.0218700172397055e-07,7.854344796544326e-05,-6.440328316039121e-07,-4.764966954738319e-06,1.9666244511979207e-05,6.414594330022998e-06,-2.6158324611461445e-05,3.8883216028922574e-09,-1.7327428137479517e-09,7.835904741489579e-07,-1.1232997723716916e-08,1.449777622141583e-13,-9.246203628567066e-14,2.1848720632949563e-11,-6.217167903106659e-13,4.168547535536738e-15,-3.726666488434072e-16,5.332389675538891e-13,-2.0409581736583713e-14,2.6433243907613574e-15,-3.538372130537809e-15,4.607790072047582e-13,-1.2511819301281477e-14,0.0,0.0,0.0,0.0,5.528378032838759e-13,-2.9255392630591325e-12,0.0,0.0,0.0,0.0,2.8776107907880255e-13,-1.522790826214569e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.339593170419293e-11,-2.782191461435892e-11,8.96927995490454e-09,-1.842456349096741e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017310935165557272,-0.006565866728030829
0.0,0.0,0.0,0.9999999999980604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2739796120546766,-0.07430758531325991,0.00023840094885343164,-0.2828532189633748,0.03443008322335913,-0.03639099006709082,0.0005717575194005035,-0.040085262315146156,0.04705865043667696,0.023920883408073967,-0.0007938842323546649,-0.0681875792122111,0.0016836643904416452,-0.0016682216000722594,2.1891551898690832e-05,-0.0030027296879229586,0.02246849120944309,-0.03800714250319219,0.00211469663835453,0.0006694256223741681,-3.1960574470588706e-05,-0.004220035823067934,0.04011444476160451,-0.0590918268054972,0.00044986730228489965,-0.00016919598850473517,-6.440328316039121e-07,-0.0009878126441687054,0.0004485572437646505,-0.0018513111459719516,0.0006240170709957238,-0.0025447035722586378,5.52310245046932e-06,-2.46124602284077e-06,-1.1232997723716917e-08,-1.5172128429968739e-05,1.9615818641031035e-10,-1.2510322322957066e-10,-6.217167903106658e-13,-8.193476778218444e-10,5.093057264214932e-12,-4.553174857290345e-13,-2.0409581736583716e-14,-2.4402808421219794e-11,4.2428391244572e-12,-5.679493506285346e-12,-1.2511819301281477e-14,-1.962211964516053e-11,0.0,0.0,0.0,0.0,6.214104180191451e-10,-3.2884158167011153e-09,0.0,0.0,0.0,0.0,5.261312926084567e-10,-2.7842121955247743e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.185558779872262e-08,-3.744030611500027e-08,-1.842456349096741e-10,-2.3897228904939226e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1343073167563639,-0.05094143869109199
0.0,0.0,0.0,0.0,0.9999999998968547,0.0,0.0,4.8074067159589095e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12398770392905056,0.020544040526466037,-0.00024586049157837374,0.10955535486710163,-0.0223766119376885,0.019239162208619275,-0.000618756263921904,0.0270533130758495,-0.02581203954573861,-0.010554564668887286,0.0007345252909122418,0.03589609722191791,-0.0009604765434902294,0.0009033414280475913,-1.822321584037503e-05,0.001819402279319786,-0.018713351538559048,0.017446220046272345,-0.001098755846818916,-0.00032859179646837155,2.429046379277064e-05,0.0022726991467199873,-0.0232694413710788,0.01608873723639518,-0.0002132753043520149,7.990443491735502e-05,4.3754848357440094e-07,0.0005035971171415937,-0.0002643511145986847,0.0011470498846021407,-0.00031633833276895637,0.0013504326604014255,-1.7164557644740492e-06,8.604420046045743e-07,4.983085665733376e-09,5.5780598265516986e-06,-8.914082965066886e-12,7.416465100953536e-12,4.1555614933362315e-14,4.986847643902132e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.514051293652728e-11,2.9179577558337995e-10,0.0,0.0,0.0,0.0,-4.930817772988565e-11,2.609318846898864e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1135363505055637e-08,7.08794206400447e-09,4.133831374145713e-11,4.693862388289776e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16376130219527987,-0.1059488221750558
0.0,0.0,0.0,0.0,0.0,0.9999999998968552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002496245278350577,7.900241742939613e-05,0.1726876391104903,0.0003174031254041588,-0.0005752933117975593,0.000667255073716215,0.016342681186889193,0.0007555466858336129,0.0008032499451893732,0.0004485463156132435,0.02271882615373247,-0.0013036651687649387,-1.739221364180958e-05,1.9287104725790713e-05,0.0005641131961531049,3.516866610116995e-05,-0.0005454298857612731,0.0005084973574721336,2.5737980613666655e-05,9.104040527219196e-06,0.0007190684807873513,-5.800132372840872e-05,0.0009737237451791232,-0.0006732428693581166,4.352501678396025e-07,-1.8690827732267378e-07,0.00012752048239821154,-1.1009708095617834e-06,-6.5604634773281555e-06,2.8466605431302624e-05,1.029399529393224e-05,-4.3944555594208625e-05,4.088744182608455e-09,-2.2333803366458218e-09,8.660626839619817e-07,-1.3868798425204174e-08,2.2328614025686338e-14,-1.936668419581266e-14,3.670240108412699e-12,-1.275093215797919e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6848381820947275e-13,-8.915924751058099e-13,0.0,0.0,0.0,0.0,8.018216833495182e-14,-4.2431266506691144e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.802537264516155e-11,-1.8939841253302414e-11,5.017584837321282e-09,-1.2169705894301878e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006676333127346196,0.004319394275743784
0.0,0.0,0.0,0.0,0.0,0.0,0.9999999998968552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.681009360486632e-05,-8.907895042498882e-05,0.03238273346482485,7.900241742939614e-05,-0.00040912406226088354,0.00029180358104909066,0.011622217707560343,0.0006672550737162152,-0.00023618036911836834,8.995530580367104e-05,-0.006680038733970353,0.0004485463156132435,-8.635312424679895e-06,5.899020573205372e-06,0.0002800847432069583,1.9287104725790713e-05,-0.0008346729815910626,0.0007781550233538316,-3.721253338576997e-06,3.6503239415589015e-06,-0.0001039644883163279,9.104040527219196e-06,-0.0007801293282284013,0.000539389647225137,6.906000357251629e-08,4.736099580158466e-08,2.0233340778939953e-05,-1.8690827732267378e-07,-4.559472007795891e-06,1.978407334627138e-05,-3.1644325477182193e-06,1.3508805672302448e-05,6.30708050862513e-10,2.652148808112227e-10,1.3359424873041178e-07,-2.233380336645822e-09,3.320722799234857e-15,-1.6752901257767207e-16,5.458399698544493e-13,-1.9366684195812664e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5633297511901338e-14,8.272919364500694e-14,0.0,0.0,0.0,0.0,3.2581797825600956e-14,-1.7241825402251822e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.231956567934595e-12,8.686389463594269e-13,7.576777435334769e-10,-1.893984125330242e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021096586100403224,-0.01364888053092688
0.0,0.0,0.0,0.0,4.8074067159589095e-17,0.0,0.0,0.9999999998968546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20016283754737174,-0.09573131562363815,0.00020324103791457383,-0.16513130042441554,0.012724094807049138,-0.026387739454295487,0.00023187155239226114,-0.0043990167809757445,0.03759914518537263,0.027680318908175877,-0.0006968102372843047,-0.0486733994163359,0.001005663019325285,-0.0013954409570913994,1.4634822763982293e-05,-0.0016817977139300564,-0.013020574719776917,0.012138916496176176,0.0018253356392870632,0.0007496851978464092,-3.082582383498382e-05,-0.0037461776758529034,0.008794771760994734,-0.006080797972768559,0.00035126094478683356,-0.00017107447092644891,-5.741659026816841e-07,-0.000823153215133904,0.00015963972405407215,-0.0006926951200191846,0.0004533885409511991,-0.0019354932049902153,2.8347979349587984e-06,-1.6820375145276468e-06,-7.0670066530076975e-09,-9.172140457438492e-06,1.4771457938369812e-11,-1.3357852407298464e-11,-6.367089628360709e-14,-8.247782424258085e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.387580865022825e-11,-4.967774678690809e-10,0.0,0.0,0.0,0.0,6.119768067734597e-11,-3.238494483666809e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8427066010466384e-08,-1.3210896612597433e-08,-6.128284894468912e-11,-7.745143509824329e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23270491655880013,-0.1505533449798138
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999998968552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07780588117453194,0.14806349866384752,7.900241742939614e-05,-0.09893190414340655,0.0366160347436094,-0.026116014792573854,0.000667255073716215,-0.048088728187122794,-0.02420308592025646,0.009218361388274537,0.0004485463156132434,0.0392813224324897,0.0013253544839858186,-0.0009053862771053303,1.928710472579071e-05,-0.0026799894638446947,0.029698941886058667,-0.027687946449251117,-0.0005390911764371896,0.000528815764202803,9.104040527219196e-06,0.0012148583959636322,-0.03935237047398398,0.02720864407910158,0.0001143460065709267,7.841790409765986e-05,-1.869082773226738e-07,-0.00028923967117444843,0.000429212671623096,-0.0018624031383505223,-0.00030783862988005664,0.0013141478501338634,8.958788744887669e-07,3.7672011415409185e-07,-2.2333803366458218e-09,-3.0387725347387717e-06,4.493012941578327e-12,-2.266705374428586e-13,-1.9366684195812664e-14,-2.5657706804856988e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.757241253073261e-11,9.299071535984078e-11,0.0,0.0,0.0,0.0,5.9571306378082e-11,-3.152429061934355e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.69499804614752e-09,1.1689385330197061e-09,-1.8939841253302417e-11,-2.4729894645024314e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1636783827544043,-0.10589517569705204
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999998693322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4969305068138442e-12,1.1721101573423195e-12,-5.728937936776545e-15,7.882108705449768e-12,8.05471434201766e-12,-4.2624406146477163e-11,7.226833248156034e-12,-3.82433767905797e-11,0.0,0.0,0.0,0.0,1.5914735356557292e-09,1.0128862411504455e-09,-4.873546721492425e-12,6.708474075227092e-09,5.3250772565695804e-05,2.3817895557858363e-05,-8.77018094781343e-08,0.0001501352907233159,0.0003396588042729192,-0.00012469352753357574,-5.9143388243667116e-06,0.0008622979182279503,0.0002913094058987818,0.00033550151193360167,4.395133297946295e-06,0.0006757656333502672,0.014959848338978366,-0.008155218902502178,-0.0002692677679270969,0.027733417181121035,0.00011806664434552388,-0.0005715043881985407,0.012447386403323685,0.01416896383387446,0.00022200434392727377,0.01992482447462937,9.545515472987027e-05,-0.0004645752101007075,0.14141928200775702,0.03844014274865959,0.00012474980491687676,0.20502150631146723,0.0205705444471498,-0.05614269579456377,0.015792706504412113,-0.04666477734045728,2.7642456886220763e-07,1.503169821622088e-07,-6.677967955838206e-10,9.746102132177038e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32943267927166914,-0.07070367905833956,0.0,0.0
